powertrain,vehicle_type,year,make,model,trim,class,msrp,range,mpg,mpge,kwhp100mi,gal100mi,phev_uf
conventional,suv,2009,volkswagen,tiguan,sel,suv,28216.25,NA,0,0,NA,0,0
conventional,suv,2009,volkswagen,tiguan,sport,suv,28216.25,NA,0,0,NA,0,0
conventional,suv,2009,volkswagen,tiguan,unknown,NA,28216.25,NA,0,0,NA,0,0
conventional,suv,2009,volkswagen,tiguan,wolfsburg edition,suv,28216.25,NA,0,0,NA,0,0
conventional,suv,2010,acura,mdx,advance and entertainment package,suv,48310,NA,0,0,NA,0,0
conventional,suv,2010,acura,mdx,advance package,suv,48310,NA,0,0,NA,0,0
conventional,suv,2010,acura,mdx,base,suv,48310,NA,0,0,NA,0,0
conventional,suv,2010,acura,mdx,technology & entertainment package,suv,48310,NA,0,0,NA,0,0
conventional,suv,2010,acura,mdx,technology package,suv,48310,NA,0,0,NA,0,0
conventional,suv,2010,acura,mdx,unknown,NA,48310,NA,0,0,NA,0,0
conventional,suv,2010,acura,rdx,base,suv,35070,NA,0,0,NA,0,0
conventional,suv,2010,acura,rdx,technology package,suv,35070,NA,0,0,NA,0,0
conventional,suv,2010,acura,rdx,unknown,NA,35070,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x3,3.0i,suv,38850,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x3,3.0si,suv,38850,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x3,30i,suv,38850,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x3,unknown,NA,38850,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x3,xdrive28i,suv,38850,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x3,xdrive30i,suv,38850,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,3.0i,suv,51733.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,3.0si,suv,51733.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,4.8i,suv,51733.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,4.8is,suv,51733.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,base,suv,51733.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,m,suv,85500,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,xdrive30i,suv,51733.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,xdrive35i premium,suv,51733.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,bmw,x5,xdrive48i,suv,51733.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,base,suv,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,cx,suv,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,cxl,suv,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,cxl-1,suv,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,cxl-2,suv,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,essence,suv,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,leather,suv,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,premium,suv,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,buick,enclave,unknown,NA,39713.333333333336,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,srx,base,suv,43566.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,srx,luxury,suv,43566.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,srx,luxury collection,suv,43566.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,srx,performance collection,suv,43566.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,srx,premium collection,suv,43566.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,srx,premium luxury,suv,43566.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,srx,sport,suv,43566.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,srx,standard,suv,43566.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,cadillac,xt5,base,NA,NA,NA,NA,NA,NA,NA,NA
conventional,suv,2010,cadillac,xt5,luxury,NA,NA,NA,NA,NA,NA,NA,NA
conventional,suv,2010,cadillac,xt5,premium luxury,NA,NA,NA,NA,NA,NA,NA,NA
conventional,suv,2010,cadillac,xt5,sport,NA,NA,NA,NA,NA,NA,NA,NA
conventional,suv,2010,chevrolet,equinox,1lt,suv,25872.5,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,equinox,2lt,suv,25872.5,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,equinox,ls,suv,25872.5,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,equinox,lt,suv,25872.5,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,equinox,ltz,suv,25872.5,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,equinox,premier,suv,25872.5,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,equinox,unknown,NA,25872.5,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,traverse,1lt,suv,34319.75,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,traverse,2lt,suv,34319.75,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,traverse,3lt,suv,34319.75,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,traverse,ls,suv,34319.75,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,traverse,ltz,suv,34319.75,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,traverse,premier,suv,34319.75,NA,0,0,NA,0,0
conventional,suv,2010,chevrolet,traverse,unknown,NA,34319.75,NA,0,0,NA,0,0
conventional,suv,2010,dodge,journey,express,suv,26342.14285714286,NA,0,0,NA,0,0
conventional,suv,2010,dodge,journey,gt,suv,26342.14285714286,NA,0,0,NA,0,0
conventional,suv,2010,dodge,journey,lux,suv,26342.14285714286,NA,0,0,NA,0,0
conventional,suv,2010,dodge,journey,mainstreet,suv,26342.14285714286,NA,0,0,NA,0,0
conventional,suv,2010,dodge,journey,r/t,suv,26342.14285714286,NA,0,0,NA,0,0
conventional,suv,2010,dodge,journey,se,suv,26342.14285714286,NA,0,0,NA,0,0
conventional,suv,2010,dodge,journey,sxt,suv,26342.14285714286,NA,0,0,NA,0,0
conventional,suv,2010,dodge,journey,unknown,NA,26342.14285714286,NA,0,0,NA,0,0
conventional,suv,2010,ford,edge,limited,suv,32170,NA,0,0,NA,0,0
conventional,suv,2010,ford,edge,se,suv,32170,NA,0,0,NA,0,0
conventional,suv,2010,ford,edge,sel,suv,32170,NA,0,0,NA,0,0
conventional,suv,2010,ford,edge,sport,suv,32170,NA,0,0,NA,0,0
conventional,suv,2010,ford,edge,titanium,suv,32170,NA,0,0,NA,0,0
conventional,suv,2010,ford,edge,unknown,NA,32170,NA,0,0,NA,0,0
conventional,suv,2010,ford,escape,limited,suv,24438.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,ford,escape,se,suv,24438.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,ford,escape,sel,suv,24438.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,ford,escape,xls,suv,24438.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,ford,escape,xlt,suv,24438.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,ford,explorer,ed bauer,suv,34355,NA,0,0,NA,0,0
conventional,suv,2010,ford,explorer,eddie bauer,suv,34355,NA,0,0,NA,0,0
conventional,suv,2010,ford,explorer,limited,suv,34355,NA,0,0,NA,0,0
conventional,suv,2010,ford,explorer,unknown,NA,34355,NA,0,0,NA,0,0
conventional,suv,2010,ford,explorer,xlt,suv,34355,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,sl,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,sle,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,sle-1,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,sle-2,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,sle1,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,sle2,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,slt,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,slt-1,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,slt-2,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,slt1,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,slt2,suv,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,acadia,unknown,NA,37093.75,NA,0,0,NA,0,0
conventional,suv,2010,gmc,terrain,sle,suv,27750,NA,0,0,NA,0,0
conventional,suv,2010,gmc,terrain,sle-1,suv,27750,NA,0,0,NA,0,0
conventional,suv,2010,gmc,terrain,sle-2,suv,27750,NA,0,0,NA,0,0
conventional,suv,2010,gmc,terrain,slt,suv,27750,NA,0,0,NA,0,0
conventional,suv,2010,gmc,terrain,slt-1,suv,27750,NA,0,0,NA,0,0
conventional,suv,2010,gmc,terrain,slt-2,suv,27750,NA,0,0,NA,0,0
conventional,suv,2010,gmc,terrain,unknown,NA,27750,NA,0,0,NA,0,0
conventional,suv,2010,gmc,yukon xl,base,suv,48195.5,NA,0,0,NA,0,0
conventional,suv,2010,gmc,yukon xl,sle,suv,48195.5,NA,0,0,NA,0,0
conventional,suv,2010,gmc,yukon xl,sle1,suv,48195.5,NA,0,0,NA,0,0
conventional,suv,2010,gmc,yukon xl,slt,suv,48195.5,NA,0,0,NA,0,0
conventional,suv,2010,gmc,yukon xl,slt1,suv,48195.5,NA,0,0,NA,0,0
conventional,suv,2010,honda,cr-v,base,suv,25720,NA,0,0,NA,0,0
conventional,suv,2010,honda,cr-v,ex,suv,25720,NA,0,0,NA,0,0
conventional,suv,2010,honda,cr-v,ex-l,suv,25720,NA,0,0,NA,0,0
conventional,suv,2010,honda,cr-v,lx,suv,25720,NA,0,0,NA,0,0
conventional,suv,2010,honda,cr-v,suv,suv,25720,NA,0,0,NA,0,0
conventional,suv,2010,honda,cr-v,unknown,NA,25720,NA,0,0,NA,0,0
conventional,suv,2010,honda,pilot,ex,suv,34736.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,honda,pilot,ex-l,suv,34736.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,honda,pilot,lx,suv,34736.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,honda,pilot,touring,suv,34736.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,honda,pilot,unknown,NA,34736.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,honda,pilot,value package,suv,34736.666666666664,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,santa fe,base,suv,26101.25,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,santa fe,gls,suv,26101.25,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,santa fe,limited,suv,26101.25,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,santa fe,se,suv,26101.25,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,santa fe,sport,suv,26101.25,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,santa fe,unknown,NA,26101.25,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,tucson,eco,suv,22483.88888888889,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,tucson,gls,suv,22483.88888888889,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,tucson,limited,suv,22483.88888888889,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,tucson,se,suv,22483.88888888889,NA,0,0,NA,0,0
conventional,suv,2010,hyundai,tucson,unknown,NA,22483.88888888889,NA,0,0,NA,0,0
conventional,suv,2010,jeep,cherokee,limited,suv,36723,NA,0,0,NA,0,0
conventional,suv,2010,jeep,compass,latitude,suv,19990,NA,0,0,NA,0,0
conventional,suv,2010,jeep,compass,limited,suv,19990,NA,0,0,NA,0,0
conventional,suv,2010,jeep,compass,sport,suv,19990,NA,0,0,NA,0,0
conventional,suv,2010,jeep,compass,sport x,suv,19990,NA,0,0,NA,0,0
conventional,suv,2010,jeep,compass,unknown,NA,19990,NA,0,0,NA,0,0
conventional,suv,2010,jeep,grand cherokee,laredo,suv,36723,NA,0,0,NA,0,0
conventional,suv,2010,jeep,grand cherokee,limited,suv,36723,NA,0,0,NA,0,0
conventional,suv,2010,jeep,grand cherokee,srt,suv,36723,NA,0,0,NA,0,0
conventional,suv,2010,jeep,grand cherokee,srt-8,suv,36723,NA,0,0,NA,0,0
conventional,suv,2010,jeep,grand cherokee,srt8,suv,36723,NA,13.285,0,NA,0,0
conventional,suv,2010,jeep,liberty,limited,suv,26368,NA,0,0,NA,0,0
conventional,suv,2010,jeep,liberty,renegade,suv,26368,NA,0,0,NA,0,0
conventional,suv,2010,jeep,liberty,sport,suv,26368,NA,0,0,NA,0,0
conventional,suv,2010,jeep,liberty,unknown,NA,26368,NA,0,0,NA,0,0
conventional,suv,2010,jeep,patriot,latitude,suv,19486.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,jeep,patriot,latitude x,suv,19486.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,jeep,patriot,limited,suv,19486.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,jeep,patriot,sport,suv,19486.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,jeep,patriot,sport x,suv,19486.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,jeep,patriot,unknown,NA,19486.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler,base,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler,rubicon,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler,sahara,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler,sport,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler,unknown,NA,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler,x,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler unlimited,four,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler unlimited,rubicon,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler unlimited,sahara,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler unlimited,sport,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler unlimited,unknown,NA,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,jeep,wrangler unlimited,x,suv,26756.11111111111,NA,0,0,NA,0,0
conventional,suv,2010,kia,sportage,ex,suv,20923.571428571428,NA,0,0,NA,0,0
conventional,suv,2010,kia,sportage,lx,suv,20923.571428571428,NA,0,0,NA,0,0
conventional,suv,2010,kia,sportage,unknown,NA,20923.571428571428,NA,0,0,NA,0,0
conventional,suv,2010,lexus,rx,300,suv,38325,NA,0,0,NA,0,0
conventional,suv,2010,lexus,rx,330,suv,38325,NA,0,0,NA,0,0
conventional,suv,2010,lexus,rx,350,suv,38325,NA,0,0,NA,0,0
conventional,suv,2010,lincoln,mkx,base,suv,39770,NA,0,0,NA,0,0
conventional,suv,2010,lincoln,mkx,base/premiere,suv,39770,NA,0,0,NA,0,0
conventional,suv,2010,lincoln,mkx,premiere,suv,39770,NA,0,0,NA,0,0
conventional,suv,2010,lincoln,mkx,unknown,NA,39770,NA,0,0,NA,0,0
conventional,suv,2010,mazda,cx-9,grand touring,suv,31481.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,mazda,cx-9,grand touring awd,suv,31481.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,mazda,cx-9,sport,suv,31481.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,mazda,cx-9,sport awd,suv,31481.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,mazda,cx-9,touring,suv,31481.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,mazda,cx-9,touring awd,suv,31481.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,mazda,cx-9,unknown,NA,31481.666666666668,NA,0,0,NA,0,0
conventional,suv,2010,nissan,armada,le,suv,45080,NA,0,0,NA,0,0
conventional,suv,2010,nissan,armada,platinum,suv,45080,NA,0,0,NA,0,0
conventional,suv,2010,nissan,armada,se,suv,45080,NA,0,0,NA,0,0
conventional,suv,2010,nissan,armada,sl,suv,45080,NA,0,0,NA,0,0
conventional,suv,2010,nissan,armada,sv,suv,45080,NA,0,0,NA,0,0
conventional,suv,2010,nissan,armada,titanium,suv,45080,NA,0,0,NA,0,0
conventional,suv,2010,nissan,armada,unknown,NA,45080,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,le,suv,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,platinum,suv,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,s,suv,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,se,suv,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,se awd,suv,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,sl,suv,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,sl 2wd,suv,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,sl awd,suv,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,murano,unknown,NA,32770,NA,0,0,NA,0,0
conventional,suv,2010,nissan,pathfinder,le,suv,34208.57142857143,NA,0,0,NA,0,0
conventional,suv,2010,nissan,pathfinder,s,suv,34208.57142857143,NA,0,0,NA,0,0
conventional,suv,2010,nissan,pathfinder,se,suv,34208.57142857143,NA,0,0,NA,0,0
conventional,suv,2010,nissan,pathfinder,sv,suv,34208.57142857143,NA,0,0,NA,0,0
conventional,suv,2010,nissan,pathfinder,unknown,NA,34208.57142857143,NA,0,0,NA,0,0
conventional,suv,2010,nissan,pathfinder,xe,suv,34208.57142857143,NA,0,0,NA,0,0
conventional,suv,2010,nissan,rogue,s,suv,22815,NA,0,0,NA,0,0
conventional,suv,2010,nissan,rogue,s krom edition,suv,22815,NA,0,0,NA,0,0
conventional,suv,2010,nissan,rogue,sl,suv,22815,NA,0,0,NA,0,0
conventional,suv,2010,nissan,rogue,sv,suv,22815,NA,0,0,NA,0,0
conventional,suv,2010,nissan,rogue,unknown,NA,22815,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5 x,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5 x premium package,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5 x premium package 4at,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5 xt limited,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5x,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5x limited,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5x premium package,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5xt,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,2.5xt limited,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,base,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,i,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,i limited,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,i premium,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,l 4 at,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,limited,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,pa,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,premium,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,unknown,NA,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,x,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,x limited,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,x premium package,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,xt,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,xt limited,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,subaru,forester,xt premium,suv,24195,NA,0,0,NA,0,0
conventional,suv,2010,toyota,4runner,4x2 v 6 limited,suv,33475.833333333336,NA,0,0,NA,0,0
conventional,suv,2010,toyota,4runner,limited,suv,33475.833333333336,NA,0,0,NA,0,0
conventional,suv,2010,toyota,4runner,off-road,suv,33475.833333333336,NA,0,0,NA,0,0
conventional,suv,2010,toyota,4runner,sr5,suv,33475.833333333336,NA,0,0,NA,0,0
conventional,suv,2010,toyota,4runner,sr5 v6,suv,33475.833333333336,NA,0,0,NA,0,0
conventional,suv,2010,toyota,4runner,trail,suv,33475.833333333336,NA,0,0,NA,0,0
conventional,suv,2010,toyota,4runner,unknown,NA,33475.833333333336,NA,0,0,NA,0,0
conventional,suv,2010,toyota,4runner,v6 limited,suv,33475.833333333336,NA,0,0,NA,0,0
conventional,suv,2010,toyota,highlander,base,suv,30995,NA,0,0,NA,0,0
conventional,suv,2010,toyota,highlander,le,suv,30995,NA,0,0,NA,0,0
conventional,suv,2010,toyota,highlander,limited,suv,30995,NA,0,0,NA,0,0
conventional,suv,2010,toyota,highlander,se,suv,30995,NA,0,0,NA,0,0
conventional,suv,2010,toyota,highlander,sport,suv,30995,NA,0,0,NA,0,0
conventional,suv,2010,toyota,rav4,base,suv,24918.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,toyota,rav4,le,suv,24918.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,toyota,rav4,limited,suv,24918.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,toyota,rav4,sport,suv,24918.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,toyota,rav4,unknown,NA,24918.333333333332,NA,0,0,NA,0,0
conventional,suv,2010,volkswagen,tiguan,r-line,suv,28408.18181818182,NA,0,0,NA,0,0
conventional,suv,2010,volkswagen,tiguan,s,suv,28408.18181818182,NA,0,0,NA,0,0
conventional,suv,2010,volkswagen,tiguan,se,suv,28408.18181818182,NA,0,0,NA,0,0
conventional,suv,2010,volkswagen,tiguan,sel,suv,28408.18181818182,NA,0,0,NA,0,0
conventional,suv,2010,volkswagen,tiguan,sport,suv,28408.18181818182,NA,0,0,NA,0,0
conventional,suv,2010,volkswagen,tiguan,unknown,NA,28408.18181818182,NA,0,0,NA,0,0
conventional,suv,2010,volkswagen,tiguan,wolfsburg edition,suv,28408.18181818182,NA,0,0,NA,0,0
conventional,suv,2011,acura,mdx,advance and entertainment package,suv,49010,NA,17.7911,0,NA,0,0
conventional,suv,2011,acura,mdx,advance package,suv,49010,NA,17.7911,0,NA,0,0
conventional,suv,2011,acura,mdx,base,suv,49010,NA,17.7911,0,NA,0,0
conventional,suv,2011,acura,mdx,technology & entertainment package,suv,49010,NA,17.7911,0,NA,0,0
conventional,suv,2011,acura,mdx,technology package,suv,49010,NA,17.7911,0,NA,0,0
conventional,suv,2011,acura,mdx,unknown,NA,49010,NA,17.7911,0,NA,0,0
conventional,suv,2011,acura,rdx,base,suv,35445,NA,19.99185,0,NA,0,0
conventional,suv,2011,acura,rdx,technology package,suv,35445,NA,19.99185,0,NA,0,0
conventional,suv,2011,acura,rdx,unknown,NA,35445,NA,19.99185,0,NA,0,0
conventional,suv,2011,bmw,x3,3.0i,suv,38900,NA,21.2989,0,NA,0,0
conventional,suv,2011,bmw,x3,3.0si,suv,38900,NA,21.2989,0,NA,0,0
conventional,suv,2011,bmw,x3,30i,suv,38900,NA,21.2989,0,NA,0,0
conventional,suv,2011,bmw,x3,unknown,NA,38900,NA,21.2989,0,NA,0,0
conventional,suv,2011,bmw,x3,xdrive28i,suv,38900,NA,21.2989,0,NA,0,0
conventional,suv,2011,bmw,x3,xdrive35i,suv,38900,NA,21.3181,0,NA,0,0
conventional,suv,2011,bmw,x5,3.0i,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,3.0si,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,4.8i,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,4.8is,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,50i,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,base,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,m,suv,85700,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,xdrive30i,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,xdrive35i,suv,52740,NA,18.5626,0,NA,0,0
conventional,suv,2011,bmw,x5,xdrive35i premium,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,xdrive35i sport activity,suv,52740,NA,14.0107,0,NA,0,0
conventional,suv,2011,bmw,x5,xdrive50i,suv,52740,NA,16.3028,0,NA,0,0
conventional,suv,2011,buick,enclave,base,suv,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,buick,enclave,cx,suv,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,buick,enclave,cxl,suv,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,buick,enclave,cxl-1,suv,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,buick,enclave,cxl-2,suv,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,buick,enclave,essence,suv,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,buick,enclave,leather,suv,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,buick,enclave,premium,suv,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,buick,enclave,unknown,NA,40063.333333333336,NA,18.6263,0,NA,0,0
conventional,suv,2011,cadillac,srx,base,suv,44565,NA,19.093866666666667,0,NA,0,0
conventional,suv,2011,cadillac,srx,luxury,suv,44565,NA,19.093866666666667,0,NA,0,0
conventional,suv,2011,cadillac,srx,luxury collection,suv,44565,NA,19.093866666666667,0,NA,0,0
conventional,suv,2011,cadillac,srx,performance collection,suv,44565,NA,19.093866666666667,0,NA,0,0
conventional,suv,2011,cadillac,srx,premium collection,suv,44565,NA,19.093866666666667,0,NA,0,0
conventional,suv,2011,cadillac,srx,premium luxury,suv,44565,NA,19.093866666666667,0,NA,0,0
conventional,suv,2011,cadillac,srx,sport,suv,44565,NA,19.093866666666667,0,NA,0,0
conventional,suv,2011,cadillac,srx,standard,suv,44565,NA,19.093866666666667,0,NA,0,0
conventional,suv,2011,cadillac,xt5,luxury,NA,NA,NA,NA,NA,NA,NA,NA
conventional,suv,2011,cadillac,xt5,premium luxury,NA,NA,NA,NA,NA,NA,NA,NA
conventional,suv,2011,chevrolet,equinox,1lt,suv,26361.25,NA,20.821433333333335,4.65565,NA,0,0
conventional,suv,2011,chevrolet,equinox,2lt,suv,26361.25,NA,20.821433333333335,4.65565,NA,0,0
conventional,suv,2011,chevrolet,equinox,ls,suv,26361.25,NA,20.821433333333335,4.65565,NA,0,0
conventional,suv,2011,chevrolet,equinox,lt,suv,26361.25,NA,20.821433333333335,4.65565,NA,0,0
